Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Region
NES,1988-01-01,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,1
PS3,2010-01-01,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,0
PS4,2015-01-01,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,0
PS2,2004-01-01,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,0
DS,2007-01-01,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,0
PS,1995-01-01,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,0
GB,1992-01-01,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,0
DS,2009-01-01,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,0
Wii,2007-01-01,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,0
3DS,2011-01-01,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,0
PS4,2015-01-01,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,0
Wii,2011-01-01,Sports,Sega,1.14,1.91,0.27,0.46,3.78,0
X360,2008-01-01,Action,Activision,2.4,1.03,0.0,0.36,3.78,0
PS,1996-01-01,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,0
PSP,2007-01-01,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,0
Wii,2013-01-01,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,0
PC,2002-01-01,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,0
Wii,2007-01-01,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,0
PS,2001-01-01,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,0
PS4,2015-01-01,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,0
PS,1999-01-01,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,0
PS,2000-01-01,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,0
PS2,2004-01-01,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,0
GB,1998-01-01,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,0
PS3,2013-01-01,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,0
DS,2007-01-01,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,0
DS,2009-01-01,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,1
PS2,2002-01-01,Sports,Activision,2.13,1.18,0.01,0.35,3.67,0
PSP,2005-01-01,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,0
N64,1998-01-01,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,0
PS2,2002-01-01,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,0
Wii,2008-01-01,Misc,Activision,2.33,0.97,0.0,0.35,3.65,0
PS3,2013-01-01,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,0
PS2,2001-01-01,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,0
N64,1999-01-01,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,0
PS3,2009-01-01,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,0
PS2,2007-01-01,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,1
PS4,2013-01-01,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,0
PS2,2005-01-01,Action,Capcom,2.08,0.83,0.46,0.25,3.62,0
PS4,2016-01-01,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,0
PS2,2004-01-01,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,0
PC,1994-01-01,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,0
PS2,2001-01-01,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,0
DS,2007-01-01,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,0
GC,2001-01-01,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,0
PS2,2005-01-01,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,0
PS,2000-01-01,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,0
PS,1997-01-01,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,0
PS2,2006-01-01,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,0
PS2,2002-01-01,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,0
PS,1997-01-01,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,0
PS2,2001-01-01,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,0
PS2,2005-01-01,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,0
X360,2013-01-01,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,0
X360,2010-01-01,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,0
PS,2000-01-01,Action,THQ,1.96,1.33,0.0,0.23,3.52,0
PS,1999-01-01,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,0
X360,2008-01-01,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,0
DS,2009-01-01,Sports,Sega,1.22,1.66,0.27,0.38,3.52,0
X360,2009-01-01,Action,Capcom,2.11,0.94,0.12,0.34,3.51,0
SNES,1996-01-01,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,0
X360,2010-01-01,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,0
NES,1985-01-01,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,0
X360,2009-01-01,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,0
DS,2006-01-01,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,0
XOne,2015-01-01,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,0
X360,2010-01-01,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,0
DS,2008-01-01,Misc,Activision,2.11,1.01,0.01,0.35,3.48,0
XOne,2014-01-01,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,0
PS3,2012-01-01,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,0
3DS,2013-01-01,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,1
X360,2009-01-01,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,0
PS2,2002-01-01,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,0
PS4,2013-01-01,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,0
PS3,2011-01-01,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,0
PS,1998-01-01,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,0
SNES,1994-01-01,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,0
PS2,2004-01-01,Action,Activision,1.75,1.2,0.02,0.43,3.41,0
GB,1990-01-01,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,0
PS2,2002-01-01,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,0
PS,2000-01-01,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,0
X360,2008-01-01,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,0
PS4,2015-01-01,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,0
DS,2009-01-01,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,0
PS,1998-01-01,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,0
N64,2000-01-01,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,0
DS,2008-01-01,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,0
PS,1998-01-01,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,0
X360,2013-01-01,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,0
DS,2006-01-01,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,0
PS2,2002-01-01,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,0
PS2,2002-01-01,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,0
Wii,2012-01-01,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,0
PS2,2005-01-01,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,0
PS2,2001-01-01,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,0
PS2,2003-01-01,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,0
PS4,2015-01-01,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,0
XOne,2014-01-01,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,0
PS2,2003-01-01,Action,Activision,1.89,1.05,0.02,0.31,3.27,0
Wii,2008-01-01,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,0
PSP,2009-01-01,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,0
3DS,2015-01-01,Action,Capcom,0.25,0.19,2.78,0.04,3.26,1
PS,1995-01-01,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,0
XOne,2015-01-01,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,0
PS3,2011-01-01,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,0
PS4,2015-01-01,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,0
3DS,2014-01-01,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22,1
PS,1999-01-01,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,0
NES,1983-01-01,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,0
SNES,1995-01-01,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,0
PS,2000-01-01,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,0
PSP,2007-01-01,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,0
PSP,2008-01-01,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,0
SNES,1995-01-01,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,1
X360,2010-01-01,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,0
PS2,2003-01-01,Action,Atari,1.78,1.12,0.09,0.19,3.18,0
WiiU,2015-01-01,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,0
PS3,2010-01-01,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,0
DS,2008-01-01,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,0
PS2,2001-01-01,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,0
DS,2008-01-01,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16,0
GC,2001-01-01,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,0
DS,2008-01-01,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,0
DS,2005-01-01,Platform,Sega,1.22,1.57,0.06,0.29,3.15,0
PS3,2012-01-01,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,0
XOne,2014-01-01,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,0
PS2,2007-01-01,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,0
PS,2000-01-01,Action,Activision,1.7,1.25,0.02,0.16,3.13,0
PS,1998-01-01,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,0
N64,1999-01-01,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,0
DS,2006-01-01,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,0
PS3,2007-01-01,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,0
NES,1990-01-01,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,1
PS3,2010-01-01,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,0
X360,2010-01-01,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,0
X360,2014-01-01,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,0
PS2,2002-01-01,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,0
PS2,2001-01-01,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,0
NES,1986-01-01,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,0
X360,2012-01-01,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,0
3DS,2013-01-01,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,0
GB,1994-01-01,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,0
PC,2002-01-01,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,0
X360,2012-01-01,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,0
X360,2008-01-01,Action,Activision,1.91,0.84,0.0,0.29,3.05,0
X360,2012-01-01,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,0
Wii,2010-01-01,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,0
X360,2008-01-01,Action,THQ,1.94,0.8,0.02,0.27,3.03,0
PS,1995-01-01,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,0
PS3,2009-01-01,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,0
XB,2002-01-01,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,0
NES,1987-01-01,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,0
PS2,2002-01-01,Sports,THQ,1.45,1.13,0.07,0.38,3.02,0
XOne,2015-01-01,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,0
X360,2012-01-01,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,0
PS2,2007-01-01,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,0
PS4,2014-01-01,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,0
SNES,1993-01-01,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,0
PC,2000-01-01,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,0
PS2,2002-01-01,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,0
PS2,2001-01-01,Action,Capcom,1.36,0.86,0.64,0.13,2.99,0
3DS,2015-01-01,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,0
PS3,2010-01-01,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,0
PC,2014-01-01,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,0
PC,2011-01-01,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,0
PS2,2003-01-01,Platform,Sega,1.04,1.37,0.06,0.49,2.96,0
DS,2008-01-01,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96,0
PS2,2002-01-01,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96,0
X360,2009-01-01,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95,0
N64,1996-01-01,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94,0
PS2,2003-01-01,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94,0
PS2,2005-01-01,Fighting,THQ,1.45,1.11,0.04,0.33,2.94,0
PS3,2009-01-01,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94,0
GBA,2001-01-01,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94,0
X360,2007-01-01,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93,0
Wii,2006-01-01,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92,0
Wii,2007-01-01,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91,0
GBA,2002-01-01,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91,0
PS4,2013-01-01,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9,0
XOne,2014-01-01,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9,0
PS2,2004-01-01,Misc,Sega,1.54,1.14,0.0,0.22,2.9,0
X360,2008-01-01,Sports,Sega,1.75,0.86,0.0,0.28,2.9,0
PS2,2003-01-01,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9,0
PS3,2012-01-01,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89,0
PS2,2001-01-01,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89,0
PS2,2004-01-01,Shooter,Activision,1.51,1.12,0.01,0.24,2.89,0
Wii,2011-01-01,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88,0
PS,1999-01-01,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88,0
DS,2007-01-01,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88,0
PS,1998-01-01,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87,0
XOne,2013-01-01,Shooter,Activision,1.87,0.77,0.0,0.22,2.86,0
X360,2012-01-01,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86,0
XB,2002-01-01,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86,0
PS3,2011-01-01,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85,0
SNES,1990-01-01,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85,0
N64,1997-01-01,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85,0
PC,1996-01-01,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85,0
Wii,2011-01-01,Action,Activision,1.4,1.14,0.0,0.31,2.85,0
PS3,2015-01-01,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85,0
PS3,2010-01-01,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84,0
X360,2007-01-01,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83,0
X360,2009-01-01,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83,0
PS3,2010-01-01,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83,0
PS2,2002-01-01,Fighting,THQ,1.32,1.08,0.04,0.39,2.83,0
GC,2002-01-01,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82,0
GBA,2003-01-01,Action,THQ,1.59,1.05,0.04,0.14,2.82,0
PC,1994-01-01,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81,0
PS3,2010-01-01,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81,0
DS,2007-01-01,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81,0
PS2,2003-01-01,Fighting,THQ,1.32,1.06,0.04,0.38,2.8,0
X360,2008-01-01,Action,LucasArts,1.74,0.8,0.0,0.26,2.8,0
DS,2006-01-01,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8,0
PS,1997-01-01,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79,1
PS3,2011-01-01,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79,0
PS,1998-01-01,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79,0
PS2,2001-01-01,Fighting,THQ,1.19,1.15,0.04,0.41,2.79,0
SNES,1992-01-01,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79,1
PS,1996-01-01,Fighting,GT Interactive,1.98,0.7,0.0,0.11,2.79,0
PC,2011-01-01,Shooter,Electronic Arts,0.89,1.43,0.0,0.48,2.79,0
PS2,2001-01-01,Sports,Electronic Arts,2.19,0.22,0.0,0.38,2.79,0
DS,2009-01-01,Puzzle,Nintendo,0.3,1.47,0.68,0.34,2.79,0
3DS,2011-01-01,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79,0
PS2,2003-01-01,Platform,Sony Computer Entertainment,1.68,0.74,0.0,0.36,2.78,0
PS4,2014-01-01,Action,Sony Computer Entertainment,1.27,0.97,0.07,0.47,2.78,0
PS2,2003-01-01,Platform,Sony Computer Entertainment,1.44,0.83,0.26,0.25,2.78,0
PS3,2009-01-01,Fighting,Namco Bandai Games,1.2,0.98,0.17,0.43,2.78,0
PS2,2003-01-01,Simulation,Electronic Arts,1.41,1.12,0.0,0.24,2.77,0
Wii,2007-01-01,Platform,Sega,1.24,1.2,0.04,0.3,2.77,0
X360,2011-01-01,Action,THQ,1.25,1.15,0.07,0.3,2.77,0
2600,1980-01-01,Shooter,Atari,2.56,0.17,0.0,0.03,2.76,0
SNES,1992-01-01,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75,0
PS4,2013-01-01,Action,Ubisoft,1.07,1.31,0.06,0.31,2.74,0
N64,2000-01-01,Strategy,Nintendo,1.02,0.36,1.13,0.23,2.73,0
NES,1986-01-01,Action,Nintendo,1.33,0.31,1.04,0.05,2.73,0
X360,2011-01-01,Adventure,Take-Two Interactive,1.52,0.94,0.02,0.24,2.72,0
X360,2006-01-01,Shooter,Activision,1.49,0.93,0.02,0.27,2.71,0
GBA,2002-01-01,Action,Nintendo,1.75,0.52,0.33,0.1,2.7,0
PS2,2001-01-01,Action,Virgin Interactive,0.99,0.48,1.09,0.14,2.7,0
PS4,2015-01-01,Fighting,Warner Bros. Interactive Entertainment,1.47,0.76,0.0,0.47,2.7,0
N64,1998-01-01,Misc,Nintendo,1.25,0.53,0.87,0.05,2.7,0
X360,2011-01-01,Sports,Electronic Arts,2.42,0.11,0.0,0.16,2.69,0
PS2,2006-01-01,Action,LucasArts,1.85,0.64,0.01,0.19,2.69,0
X360,2010-01-01,Sports,Electronic Arts,2.38,0.12,0.0,0.18,2.69,0
DS,2010-01-01,Puzzle,Nintendo,1.63,0.52,0.35,0.18,2.69,0
X360,2010-01-01,Sports,Electronic Arts,1.46,0.98,0.0,0.24,2.68,0
PS2,2004-01-01,Racing,Electronic Arts,1.23,1.11,0.0,0.34,2.68,0
3DS,2014-01-01,Role-Playing,Level 5,0.0,0.0,2.68,0.0,2.68,1
PS3,2009-01-01,Racing,Electronic Arts,0.69,1.41,0.04,0.53,2.68,0
PS3,2011-01-01,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68,0
GEN,1992-01-01,Fighting,Arena Entertainment,1.95,0.63,0.0,0.09,2.67,0
PS2,2005-01-01,Shooter,Activision,1.48,0.92,0.01,0.26,2.67,0
X360,2008-01-01,Misc,Activision,1.78,0.64,0.0,0.25,2.67,0
PS,1998-01-01,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67,0
XB,2004-01-01,Role-Playing,Microsoft Game Studios,1.99,0.58,0.0,0.09,2.66,0
DS,2006-01-01,Action,Disney Interactive Studios,1.59,0.8,0.0,0.26,2.65,0
PS2,2003-01-01,Action,Ubisoft,1.15,1.11,0.0,0.4,2.65,0
Wii,2012-01-01,Action,Activision,1.56,0.88,0.0,0.22,2.65,0
PSP,2006-01-01,Shooter,Electronic Arts,0.86,1.11,0.01,0.66,2.65,0
NES,1986-01-01,Platform,Nintendo,0.0,0.0,2.65,0.0,2.65,1
N64,1996-01-01,Action,Nintendo,2.0,0.5,0.12,0.03,2.65,0
X360,2007-01-01,Action,LucasArts,1.53,0.87,0.0,0.24,2.64,0
PS2,2000-01-01,Racing,Take-Two Interactive,2.0,0.47,0.02,0.14,2.63,0
PSP,2006-01-01,Fighting,Sony Computer Entertainment,0.76,1.1,0.12,0.65,2.63,0
X360,2009-01-01,Strategy,Microsoft Game Studios,1.53,0.82,0.04,0.24,2.63,0
PS3,2009-01-01,Action,Sony Computer Entertainment,1.7,0.46,0.06,0.41,2.63,0
PS2,2004-01-01,Sports,Sega,2.15,0.12,0.0,0.36,2.62,0
Wii,2007-01-01,Sports,Nintendo,1.07,1.06,0.24,0.25,2.62,0
X360,2010-01-01,Shooter,Electronic Arts,1.55,0.81,0.04,0.21,2.62,0
X360,2009-01-01,Sports,Electronic Arts,0.59,1.79,0.01,0.23,2.62,0
X360,2011-01-01,Sports,Take-Two Interactive,2.31,0.14,0.01,0.16,2.62,0
DS,2008-01-01,Simulation,Nintendo,0.63,0.84,0.96,0.19,2.61,0
PS2,2002-01-01,Action,Electronic Arts,0.9,1.22,0.04,0.44,2.61,0
Wii,2010-01-01,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6,0
GEN,1990-01-01,Action,Sega,1.86,0.55,0.11,0.08,2.6,0
PS3,2008-01-01,Sports,Electronic Arts,0.48,1.63,0.04,0.43,2.59,0
PS3,2007-01-01,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59,0
PS2,2004-01-01,Sports,Electronic Arts,2.03,0.21,0.0,0.35,2.59,0
PSP,2009-01-01,Platform,Sony Computer Entertainment,0.64,1.24,0.01,0.69,2.58,0
PS4,2013-01-01,Shooter,Sony Computer Entertainment,0.89,1.33,0.07,0.28,2.58,0
X360,2009-01-01,Action,Take-Two Interactive,1.04,1.24,0.03,0.27,2.58,0
PSP,2007-01-01,Role-Playing,Capcom,0.37,0.27,1.75,0.18,2.58,0
PS2,2006-01-01,Fighting,THQ,1.4,0.88,0.03,0.26,2.58,0
PS2,2004-01-01,Platform,Sony Computer Entertainment,1.31,0.74,0.31,0.22,2.57,0
DS,2010-01-01,Misc,Nintendo,0.28,1.68,0.33,0.28,2.57,0
X360,2009-01-01,Role-Playing,Electronic Arts,1.76,0.56,0.03,0.22,2.57,0
PS2,2007-01-01,Sports,Electronic Arts,2.14,0.08,0.0,0.35,2.57,0
GC,2001-01-01,Platform,Sega,1.7,0.59,0.21,0.07,2.56,0
NES,1987-01-01,Role-Playing,Enix Corporation,0.15,0.0,2.41,0.0,2.56,1
PS3,2012-01-01,Sports,Electronic Arts,2.11,0.23,0.0,0.22,2.56,0
GC,2003-01-01,Role-Playing,Nintendo,1.21,0.57,0.7,0.07,2.54,0
Wii,2008-01-01,Sports,Konami Digital Entertainment,1.13,0.87,0.29,0.25,2.54,0
X360,2008-01-01,Sports,Electronic Arts,2.21,0.12,0.0,0.2,2.54,0
PS2,2001-01-01,Racing,Acclaim Entertainment,1.13,1.12,0.06,0.22,2.52,0
N64,2000-01-01,Action,Nintendo,1.55,0.75,0.16,0.06,2.52,0
Wii,2007-01-01,Misc,Midway Games,1.5,0.78,0.0,0.24,2.52,0
NES,1986-01-01,Role-Playing,Capcom,0.49,0.0,0.52,1.51,2.52,0
PS3,2013-01-01,Action,Square Enix,0.6,1.31,0.08,0.52,2.51,0
X360,2006-01-01,Role-Playing,Activision,2.29,0.02,0.0,0.19,2.5,0
PS2,2008-01-01,Sports,Konami Digital Entertainment,0.13,0.07,0.26,2.05,2.5,1
N64,1999-01-01,Misc,Nintendo,1.28,0.14,1.08,0.01,2.5,0
PS3,2011-01-01,Action,THQ,0.86,1.06,0.18,0.39,2.49,0
XB,2003-01-01,Action,Take-Two Interactive,1.84,0.56,0.0,0.09,2.49,0
Wii,2010-01-01,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49,0
PS2,2002-01-01,Fighting,Midway Games,1.81,0.52,0.0,0.15,2.49,0
PS3,2008-01-01,Shooter,Sony Computer Entertainment,1.15,0.85,0.1,0.39,2.48,0
X360,2008-01-01,Racing,Disney Interactive Studios,1.38,0.85,0.0,0.25,2.48,0
PS,1998-01-01,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48,0
PS3,2012-01-01,Sports,Take-Two Interactive,1.72,0.44,0.05,0.27,2.48,0
X360,2013-01-01,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47,0
GC,2002-01-01,Misc,Nintendo,1.13,0.36,0.92,0.07,2.47,0
Wii,2010-01-01,Misc,THQ,1.67,0.58,0.0,0.2,2.46,0
PS3,2008-01-01,Racing,Take-Two Interactive,1.55,0.54,0.05,0.31,2.45,0
